"AadCmdName","AadModuleName","GraphCmdName","GraphModuleName","AadParamName","GraphParamName","GraphCmdScope","GraphUri","IsV1","IsBeta"
"Get-MsolPasswordPolicy","MSOnline","Get-MgDomain","","DomainName","","","","False","False"
"Get-MsolPasswordPolicy","MSOnline","Get-MgDomain","","TenantId","","","","False","False"
"Remove-AzureADUserManager","AzureAD","Remove-MgUserManagerByRef","","ObjectId","","","","False","False"
"Set-MsolADFSContext","MSOnline","","","ADFSUserCredentials","","","","False","False"
"Set-MsolADFSContext","MSOnline","","","Computer","","","","False","False"
"Set-MsolADFSContext","MSOnline","","","LogFile","","","","False","False"
"New-AzureADTrustedCertificateAuthority","AzureAD","","","CertificateAuthorityInformation","","","","False","False"
"Remove-AzureADMSApplicationPassword","AzureAD","Remove-MgApplicationPassword","","ObjectId","","","","False","False"
"Remove-AzureADMSApplicationPassword","AzureAD","Remove-MgApplicationPassword","","KeyId","KeyId","","","False","False"
"Remove-AzureADApplicationExtensionProperty","AzureAD","Remove-MgApplicationExtensionProperty","","ObjectId","","","","False","False"
"Remove-AzureADApplicationExtensionProperty","AzureAD","Remove-MgApplicationExtensionProperty","","ExtensionPropertyId","ExtensionPropertyId","","","False","False"
"Get-AzureADTenantDetail","AzureAD","Get-MgOrganization","","All","All","","","False","False"
"Get-AzureADTenantDetail","AzureAD","Get-MgOrganization","","Top","Top","","","False","False"
"Get-AzureADDomainServiceConfigurationRecord","AzureAD","Get-MgDomainServiceConfigurationRecord","","Name","","","","False","False"
"Get-AzureADContactThumbnailPhoto","AzureAD","","","ObjectId","","","","False","False"
"Get-AzureADContactThumbnailPhoto","AzureAD","","","FilePath","","","","False","False"
"Get-AzureADContactThumbnailPhoto","AzureAD","","","FileName","","","","False","False"
"Get-AzureADContactThumbnailPhoto","AzureAD","","","View","","","","False","False"
"Remove-AzureADMSApplicationOwner","AzureAD","Remove-MgApplicationOwnerByRef","","ObjectId","","","","False","False"
"Remove-AzureADMSApplicationOwner","AzureAD","Remove-MgApplicationOwnerByRef","","OwnerId","","","","False","False"
"Get-AzureADMSRoleAssignment","AzureAD","Get-MgRoleManagementDirectoryRoleAssignment","","SearchString","","","","False","False"
"Get-AzureADMSRoleAssignment","AzureAD","Get-MgRoleManagementDirectoryRoleAssignment","","Id","","","","False","False"
"Get-AzureADMSRoleAssignment","AzureAD","Get-MgRoleManagementDirectoryRoleAssignment","","All","All","","","False","False"
"Get-AzureADMSRoleAssignment","AzureAD","Get-MgRoleManagementDirectoryRoleAssignment","","Top","Top","","","False","False"
"Get-AzureADMSRoleAssignment","AzureAD","Get-MgRoleManagementDirectoryRoleAssignment","","Filter","Filter","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","Id","Id","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","Description","Description","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","DisplayName","DisplayName","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","ResourceScopes","ResourceScopes","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","IsEnabled","IsEnabled","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","RolePermissions","RolePermissions","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","TemplateId","TemplateId","","","False","False"
"Set-AzureADMSRoleDefinition","AzureAD","Update-MgRoleManagementDirectoryRoleDefinition","","Version","Version","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","Description","Description","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","DisplayName","DisplayName","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","IsAssignableToRole","IsAssignableToRole","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","MailEnabled","MailEnabled","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","MailNickname","MailNickname","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","SecurityEnabled","SecurityEnabled","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","GroupTypes","GroupTypes","","","False","False"
"New-AzureADMSGroup","AzureAD","New-MgGroup","","Visibility","Visibility","","","False","False"
"Convert-MsolDomainToFederated","MSOnline","New-MgDomainFederationConfiguration","","SupportMultipleDomain","","","","False","False"
"Convert-MsolDomainToFederated","MSOnline","New-MgDomainFederationConfiguration","","DomainName","","","","False","False"
"Remove-MsolAdministrativeUnitMember","MSOnline","Remove-MgDirectoryAdministrativeUnitScopedRoleMember","","AdministrativeUnitObjectId","","","","False","False"
"Remove-MsolAdministrativeUnitMember","MSOnline","Remove-MgDirectoryAdministrativeUnitScopedRoleMember","","AdministrativeUnitMemberObjectId","","","","False","False"
"Remove-MsolAdministrativeUnitMember","MSOnline","Remove-MgDirectoryAdministrativeUnitScopedRoleMember","","TenantId","","","","False","False"
"New-MsolFederatedDomain","MSOnline","","","SupportMultipleDomain","","","","False","False"
"New-MsolFederatedDomain","MSOnline","","","DomainName","","","","False","False"
"Get-MsolDirSyncConfiguration","MSOnline","Get-MgDirectoryOnPremisSynchronization","","TenantId","","","","False","False"
"New-AzureADServiceAppRoleAssignment","AzureAD","New-MgServicePrincipalAppRoleAssignment","","ObjectId","","","","False","False"
"New-AzureADServiceAppRoleAssignment","AzureAD","New-MgServicePrincipalAppRoleAssignment","","Id","Id","","","False","False"
"New-AzureADServiceAppRoleAssignment","AzureAD","New-MgServicePrincipalAppRoleAssignment","","PrincipalId","PrincipalId","","","False","False"
"New-AzureADServiceAppRoleAssignment","AzureAD","New-MgServicePrincipalAppRoleAssignment","","ResourceId","ResourceId","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","ServicePrincipalNames","ServicePrincipalNames","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","AppPrincipalId","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","DisplayName","DisplayName","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","AccountEnabled","AccountEnabled","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","Addresses","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","Type","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","Value","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","StartDate","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","EndDate","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","Usage","","","","False","False"
"New-MsolServicePrincipal","MSOnline","New-MgServicePrincipal","","TenantId","","","","False","False"
"New-AzureADMSApplicationKey","AzureAD","Add-MgApplicationKey","","ObjectId","","","","False","False"
"New-AzureADMSApplicationKey","AzureAD","Add-MgApplicationKey","","KeyCredential","KeyCredential","","","False","False"
"New-AzureADMSApplicationKey","AzureAD","Add-MgApplicationKey","","PasswordCredential","PasswordCredential","","","False","False"
"New-AzureADMSApplicationKey","AzureAD","Add-MgApplicationKey","","Proof","Proof","","","False","False"
"Get-AzureADApplicationProxyApplicationConnectorGroup","AzureAD","","","ObjectId","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","DomainName","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","SigningCertificate","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","NextSigningCertificate","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","LogOffUri","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","PassiveLogOnUri","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","ActiveLogOnUri","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","IssuerUri","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","FederationBrandName","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","MetadataExchangeUri","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","PreferredAuthenticationProtocol","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","SupportsMfa","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","DefaultInteractiveAuthenticationMethod","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","OpenIdConnectDiscoveryEndpoint","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","SigningCertificateUpdateStatus","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","PromptLoginBehavior","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","ForceTakeover","","","","False","False"
"Confirm-MsolDomain","MSOnline","Confirm-MgDomain","","TenantId","","","","False","False"
"Get-AzureADSubscribedSku","AzureAD","Get-MgSubscribedSku","","ObjectId","","","","False","False"
"Get-AzureADServicePrincipalOwnedObject","AzureAD","Get-MgServicePrincipalOwnedObject","","ObjectId","","","","False","False"
"Get-AzureADServicePrincipalOwnedObject","AzureAD","Get-MgServicePrincipalOwnedObject","","All","All","","","False","False"
"Get-AzureADServicePrincipalOwnedObject","AzureAD","Get-MgServicePrincipalOwnedObject","","Top","Top","","","False","False"
"Remove-MsolAdministrativeUnit","MSOnline","Remove-MgDirectoryAdministrativeUnit","","ObjectId","","","","False","False"
"Remove-MsolAdministrativeUnit","MSOnline","Remove-MgDirectoryAdministrativeUnit","","Force","","","","False","False"
"Remove-MsolAdministrativeUnit","MSOnline","Remove-MgDirectoryAdministrativeUnit","","TenantId","","","","False","False"
"Set-AzureADUserExtension","AzureAD","Update-MgUserExtension","","ObjectId","","","","False","False"
"Set-AzureADUserExtension","AzureAD","Update-MgUserExtension","","ExtensionName","","","","False","False"
"Set-AzureADUserExtension","AzureAD","Update-MgUserExtension","","ExtensionValue","","","","False","False"
"Set-AzureADUserExtension","AzureAD","Update-MgUserExtension","","ExtensionNameValues","","","","False","False"
"Remove-AzureADDeviceRegisteredOwner","AzureAD","Remove-MgDeviceRegisteredOwnerByRef","","ObjectId","","","","False","False"
"Remove-AzureADDeviceRegisteredOwner","AzureAD","Remove-MgDeviceRegisteredOwnerByRef","","OwnerId","","","","False","False"
"Get-MsolAdministrativeUnitMember","MSOnline","Get-MgDirectoryAdministrativeUnitMember","","AdministrativeUnitObjectId","","","","False","False"
"Get-MsolAdministrativeUnitMember","MSOnline","Get-MgDirectoryAdministrativeUnitMember","","MaxResults","","","","False","False"
"Get-MsolAdministrativeUnitMember","MSOnline","Get-MgDirectoryAdministrativeUnitMember","","All","All","","","False","False"
"Get-MsolAdministrativeUnitMember","MSOnline","Get-MgDirectoryAdministrativeUnitMember","","TenantId","","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","ObjectId","","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","AccountEnabled","AccountEnabled","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","AlternativeNames","AlternativeNames","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","AppId","AppId","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","AppRoleAssignmentRequired","AppRoleAssignmentRequired","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","DisplayName","DisplayName","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","ErrorUrl","","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","Homepage","Homepage","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","KeyCredentials","KeyCredentials","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","LogoutUrl","LogoutUrl","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","PasswordCredentials","PasswordCredentials","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","PublisherName","","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","ReplyUrls","ReplyUrls","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","SamlMetadataUrl","","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","ServicePrincipalNames","ServicePrincipalNames","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","ServicePrincipalType","ServicePrincipalType","","","False","False"
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","","Tags","Tags","","","False","False"
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","","Id","Id","","","False","False"
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","","Type","","","","False","False"
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","","Name","","","","False","False"
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","","ClientId","","","","False","False"
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","","ClientSecret","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","AddIns","AddIns","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","AllowGuestsSignIn","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","AllowPassthroughUsers","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","AppLogoUrl","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","AppRoles","AppRoles","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","AvailableToOtherTenants","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","DisplayName","DisplayName","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","ErrorUrl","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","GroupMembershipClaims","GroupMembershipClaims","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","Homepage","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","IdentifierUris","IdentifierUris","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","InformationalUrls","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","IsDeviceOnlyAuthSupported","IsDeviceOnlyAuthSupported","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","IsDisabled","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","KeyCredentials","KeyCredentials","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","KnownClientApplications","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","LogoutUrl","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","Oauth2AllowImplicitFlow","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","Oauth2AllowUrlPathMatching","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","Oauth2Permissions","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","Oauth2RequirePostResponse","Oauth2RequirePostResponse","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","OrgRestrictions","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","OptionalClaims","OptionalClaims","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","ParentalControlSettings","ParentalControlSettings","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","PasswordCredentials","PasswordCredentials","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","PreAuthorizedApplications","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","PublicClient","PublicClient","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","PublisherDomain","PublisherDomain","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","RecordConsentConditions","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","ReplyUrls","","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","RequiredResourceAccess","RequiredResourceAccess","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","SamlMetadataUrl","SamlMetadataUrl","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","SignInAudience","SignInAudience","","","False","False"
"New-AzureADApplication","AzureAD","New-MgApplication","","WwwHomepage","","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","OdataType","","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","Id","Id","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","DisplayName","DisplayName","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","IpRanges","","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","IsTrusted","","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","CountriesAndRegions","","","","False","False"
"New-AzureADMSNamedLocationPolicy","AzureAD","New-MgIdentityConditionalAccessNamedLocation","","IncludeUnknownCountriesAndRegions","","","","False","False"
"Get-AzureADServicePrincipalCreatedObject","AzureAD","Get-MgServicePrincipalCreatedObject","","ObjectId","","","","False","False"
"Get-AzureADServicePrincipalCreatedObject","AzureAD","Get-MgServicePrincipalCreatedObject","","All","All","","","False","False"
"Get-AzureADServicePrincipalCreatedObject","AzureAD","Get-MgServicePrincipalCreatedObject","","Top","Top","","","False","False"
"Get-AzureADContactManager","AzureAD","Get-MgContactManager","","ObjectId","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","ErrorCategory","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","PropertyName","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","PropertyValue","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","SearchString","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","SortField","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","SortDirection","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","MaxResults","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","All","","","","False","False"
"Get-MsolDirSyncProvisioningError","MSOnline","","","TenantId","","","","False","False"
"Get-AzureADMSApplicationOwner","AzureAD","Get-MgApplicationOwner","","ObjectId","","","","False","False"
"Get-AzureADMSApplicationOwner","AzureAD","Get-MgApplicationOwner","","All","All","","","False","False"
"Get-AzureADMSApplicationOwner","AzureAD","Get-MgApplicationOwner","","Top","Top","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","ImmutableId","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","ObjectId","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","UserPrincipalName","UserPrincipalName","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","BlockCredential","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","City","City","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","Country","Country","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","Department","Department","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","DisplayName","DisplayName","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","Fax","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","FirstName","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","LastName","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","LastPasswordChangeTimestamp","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","MobilePhone","MobilePhone","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","Office","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","PasswordNeverExpires","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","PhoneNumber","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","PostalCode","PostalCode","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","PreferredDataLocation","PreferredDataLocation","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","PreferredLanguage","PreferredLanguage","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","SoftDeletionTimestamp","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","State","State","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","StreetAddress","StreetAddress","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","StrongPasswordRequired","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","Title","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","UsageLocation","UsageLocation","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","AlternateEmailAddresses","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","StrongAuthenticationMethods","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","AlternateMobilePhones","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","StrongAuthenticationRequirements","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","StsRefreshTokensValidFrom","","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","UserType","UserType","","","False","False"
"Set-MsolUser","MSOnline","Update-MgUser","","TenantId","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","ObjectId","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","AccountEnabled","AccountEnabled","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","AlternativeSecurityIds","AlternativeSecurityIds","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","ApproximateLastLogonTimeStamp","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DeviceId","DeviceId","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DeviceMetadata","DeviceMetadata","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DeviceObjectVersion","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DeviceOSType","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DeviceOSVersion","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DevicePhysicalIds","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DeviceTrustType","","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","DisplayName","DisplayName","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","IsCompliant","IsCompliant","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","IsManaged","IsManaged","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","ProfileType","ProfileType","","","False","False"
"Set-AzureADDevice","AzureAD","Update-MgDevice","","SystemLabels","SystemLabels","","","False","False"
"New-AzureADMSGroupLifecyclePolicy","AzureAD","New-MgGroupLifecyclePolicy","","GroupLifetimeInDays","GroupLifetimeInDays","","","False","False"
"New-AzureADMSGroupLifecyclePolicy","AzureAD","New-MgGroupLifecyclePolicy","","ManagedGroupTypes","ManagedGroupTypes","","","False","False"
"New-AzureADMSGroupLifecyclePolicy","AzureAD","New-MgGroupLifecyclePolicy","","AlternateNotificationEmails","AlternateNotificationEmails","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","ObjectId","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","ExternalUrl","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","InternalUrl","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","ExternalAuthenticationType","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","IsTranslateHostHeaderEnabled","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","IsHttpOnlyCookieEnabled","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","IsSecureCookieEnabled","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","IsPersistentCookieEnabled","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","IsTranslateLinksInBodyEnabled","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","ApplicationServerTimeout","","","","False","False"
"Set-AzureADApplicationProxyApplication","AzureAD","","","ConnectorGroupId","","","","False","False"
"Set-MsolUserPassword","MSOnline","Reset-MgUserAuthenticationMethodPassword","","ObjectId","","","","False","False"
"Set-MsolUserPassword","MSOnline","Reset-MgUserAuthenticationMethodPassword","","NewPassword","NewPassword","","","False","False"
"Set-MsolUserPassword","MSOnline","Reset-MgUserAuthenticationMethodPassword","","ForceChangePassword","","","","False","False"
"Set-MsolUserPassword","MSOnline","Reset-MgUserAuthenticationMethodPassword","","ForceChangePasswordOnly","","","","False","False"
"Set-MsolUserPassword","MSOnline","Reset-MgUserAuthenticationMethodPassword","","UserPrincipalName","","","","False","False"
"Set-MsolUserPassword","MSOnline","Reset-MgUserAuthenticationMethodPassword","","TenantId","","","","False","False"
"Remove-AzureADMSApplicationVerifiedPublisher","AzureAD","Clear-MgApplicationVerifiedPublisher","","AppObjectId","","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","PolicyId","","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","ConditionSetType","","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","Id","Id","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","PermissionType","PermissionType","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","PermissionClassification","PermissionClassification","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","ResourceApplication","ResourceApplication","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","Permissions","Permissions","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationIds","ClientApplicationIds","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationTenantIds","ClientApplicationTenantIds","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationPublisherIds","ClientApplicationPublisherIds","","","False","False"
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationsFromVerifiedPublisherOnly","ClientApplicationsFromVerifiedPublisherOnly","","","False","False"
"Remove-AzureADOAuth2PermissionGrant","AzureAD","Remove-MgOauth2PermissionGrant","","ObjectId","","","","False","False"
"Remove-AzureADGroupMember","AzureAD","Remove-MgGroupMemberByRef","","ObjectId","","","","False","False"
"Remove-AzureADGroupMember","AzureAD","Remove-MgGroupMemberByRef","","MemberId","","","","False","False"
