"AadCmdName","AadModuleName","GraphCmdName","GraphModuleName","AadParamName","GraphParamName","GraphCmdScope","GraphUri","IsV1","IsBeta"
"Get-AzureADApplicationProxyConnectorGroupMember","AzureAD","","","Id","","","","False","False"
"Get-AzureADApplicationProxyConnectorGroupMember","AzureAD","","","All","","","","False","False"
"Get-AzureADApplicationProxyConnectorGroupMember","AzureAD","","","Top","","","","False","False"
"Get-AzureADApplicationProxyConnectorGroupMember","AzureAD","","","Filter","","","","False","False"
"Get-AzureADObjectByObjectId","AzureAD","Get-MgDirectoryObjectById","","ObjectIds","","","","False","False"
"Get-AzureADObjectByObjectId","AzureAD","Get-MgDirectoryObjectById","","Types","Types","","","False","False"
"Get-AzureADApplication","AzureAD","Get-MgApplication","","SearchString","","","","False","False"
"Get-AzureADApplication","AzureAD","Get-MgApplication","","ObjectId","","","","False","False"
"Get-AzureADApplication","AzureAD","Get-MgApplication","","All","All","","","False","False"
"Get-AzureADApplication","AzureAD","Get-MgApplication","","Top","Top","","","False","False"
"Get-AzureADApplication","AzureAD","Get-MgApplication","","Filter","Filter","","","False","False"
"Disable-MsolDevice","MSOnline","Update-MgDevice","","DeviceId","DeviceId","","","False","False"
"Disable-MsolDevice","MSOnline","Update-MgDevice","","Force","","","","False","False"
"Disable-MsolDevice","MSOnline","Update-MgDevice","","ObjectId","","","","False","False"
"Get-AzureADApplicationProxyConnectorMemberOf","AzureAD","","","Id","","","","False","False"
"Get-CrossCloudVerificationCode","AzureAD","Confirm-MgDomain","","Name","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","DomainName","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","Authentication","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","SigningCertificate","SigningCertificate","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","NextSigningCertificate","NextSigningCertificate","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","LogOffUri","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","PassiveLogOnUri","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","ActiveLogOnUri","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","IssuerUri","IssuerUri","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","FederationBrandName","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","MetadataExchangeUri","MetadataExchangeUri","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","PreferredAuthenticationProtocol","PreferredAuthenticationProtocol","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","SupportsMfa","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","DefaultInteractiveAuthenticationMethod","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","OpenIdConnectDiscoveryEndpoint","","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","SigningCertificateUpdateStatus","SigningCertificateUpdateStatus","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","PromptLoginBehavior","PromptLoginBehavior","","","False","False"
"Set-MsolDomainAuthentication","MSOnline","New-MgDomainFederationConfiguration","","TenantId","","","","False","False"
"Remove-AzureADUserExtension","AzureAD","Remove-MgUserExtension","","ObjectId","","","","False","False"
"Remove-AzureADUserExtension","AzureAD","Remove-MgUserExtension","","ExtensionName","","","","False","False"
"Remove-AzureADUserExtension","AzureAD","Remove-MgUserExtension","","ExtensionNames","","","","False","False"
"Add-MsolGroupMember","MSOnline","New-MgGroupMember","","GroupObjectId","","","","False","False"
"Add-MsolGroupMember","MSOnline","New-MgGroupMember","","GroupMemberType","","","","False","False"
"Add-MsolGroupMember","MSOnline","New-MgGroupMember","","GroupMemberObjectId","","","","False","False"
"Add-MsolGroupMember","MSOnline","New-MgGroupMember","","TenantId","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","DisplayName","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","ExternalUrl","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","InternalUrl","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","ExternalAuthenticationType","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","IsTranslateHostHeaderEnabled","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","IsHttpOnlyCookieEnabled","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","IsSecureCookieEnabled","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","IsPersistentCookieEnabled","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","IsTranslateLinksInBodyEnabled","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","ApplicationServerTimeout","","","","False","False"
"New-AzureADApplicationProxyApplication","AzureAD","","","ConnectorGroupId","","","","False","False"
"Get-MsolRoleMember","MSOnline","Get-MgDirectoryRoleMember","","RoleObjectId","","","","False","False"
"Get-MsolRoleMember","MSOnline","Get-MgDirectoryRoleMember","","MemberObjectTypes","","","","False","False"
"Get-MsolRoleMember","MSOnline","Get-MgDirectoryRoleMember","","SearchString","","","","False","False"
"Get-MsolRoleMember","MSOnline","Get-MgDirectoryRoleMember","","MaxResults","","","","False","False"
"Get-MsolRoleMember","MSOnline","Get-MgDirectoryRoleMember","","All","All","","","False","False"
"Get-MsolRoleMember","MSOnline","Get-MgDirectoryRoleMember","","TenantId","","","","False","False"
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","","MarketingNotificationEmails","MarketingNotificationEmails","","","False","False"
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","","PrivacyProfile","PrivacyProfile","","","False","False"
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","","SecurityComplianceNotificationMails","SecurityComplianceNotificationMails","","","False","False"
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","","SecurityComplianceNotificationPhones","SecurityComplianceNotificationPhones","","","False","False"
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","","TechnicalNotificationMails","TechnicalNotificationMails","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","ObjectId","","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","AppPrincipalId","","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","DisplayName","DisplayName","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","ServicePrincipalNames","ServicePrincipalNames","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","AccountEnabled","AccountEnabled","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","Addresses","","","","False","False"
"Set-MsolServicePrincipal","MSOnline","Update-MgServicePrincipal","","TenantId","","","","False","False"
"New-AzureADGroup","AzureAD","New-MgGroup","","Description","Description","","","False","False"
"New-AzureADGroup","AzureAD","New-MgGroup","","DisplayName","DisplayName","","","False","False"
"New-AzureADGroup","AzureAD","New-MgGroup","","MailEnabled","MailEnabled","","","False","False"
"New-AzureADGroup","AzureAD","New-MgGroup","","MailNickName","MailNickName","","","False","False"
"New-AzureADGroup","AzureAD","New-MgGroup","","SecurityEnabled","SecurityEnabled","","","False","False"
"Get-MsolScopedRoleMember","MSOnline","Get-MgDirectoryRoleScopedMember","","AdministrativeUnitObjectId","","","","False","False"
"Get-MsolScopedRoleMember","MSOnline","Get-MgDirectoryRoleScopedMember","","RoleObjectId","","","","False","False"
"Get-MsolScopedRoleMember","MSOnline","Get-MgDirectoryRoleScopedMember","","MaxResults","","","","False","False"
"Get-MsolScopedRoleMember","MSOnline","Get-MgDirectoryRoleScopedMember","","All","All","","","False","False"
"Get-MsolScopedRoleMember","MSOnline","Get-MgDirectoryRoleScopedMember","","TenantId","","","","False","False"
"Select-AzureADGroupIdsUserIsMemberOf","AzureAD","Get-MgUserMemberOf","","ObjectId","","","","False","False"
"Select-AzureADGroupIdsUserIsMemberOf","AzureAD","Get-MgUserMemberOf","","GroupIdsForMembershipCheck","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","ObjectId","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","AddIns","AddIns","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","AllowGuestsSignIn","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","AllowPassthroughUsers","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","AppLogoUrl","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","AppRoles","AppRoles","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","AvailableToOtherTenants","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","DisplayName","DisplayName","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","ErrorUrl","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","GroupMembershipClaims","GroupMembershipClaims","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","Homepage","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","IdentifierUris","IdentifierUris","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","InformationalUrls","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","IsDeviceOnlyAuthSupported","IsDeviceOnlyAuthSupported","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","IsDisabled","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","KeyCredentials","KeyCredentials","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","KnownClientApplications","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","LogoutUrl","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","Oauth2AllowImplicitFlow","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","Oauth2AllowUrlPathMatching","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","Oauth2Permissions","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","Oauth2RequirePostResponse","Oauth2RequirePostResponse","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","OrgRestrictions","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","OptionalClaims","OptionalClaims","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","ParentalControlSettings","ParentalControlSettings","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","PasswordCredentials","PasswordCredentials","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","PreAuthorizedApplications","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","PublicClient","PublicClient","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","PublisherDomain","PublisherDomain","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","RecordConsentConditions","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","ReplyUrls","","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","RequiredResourceAccess","RequiredResourceAccess","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","SamlMetadataUrl","SamlMetadataUrl","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","SignInAudience","SignInAudience","","","False","False"
"Set-AzureADApplication","AzureAD","Update-MgApplication","","WwwHomepage","","","","False","False"
"Remove-AzureADMSGroupLifecyclePolicy","AzureAD","Remove-MgGroupLifecyclePolicy","","Id","","","","False","False"
"Add-AzureADApplicationOwner","AzureAD","New-MgApplicationOwnerByRef","","ObjectId","","","","False","False"
"Add-AzureADApplicationOwner","AzureAD","New-MgApplicationOwnerByRef","","RefObjectId","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","ObjectId","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","CompanyType","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","PartnerCompanyName","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","PartnerSupportTelephones","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","PartnerSupportEmails","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","PartnerCommerceUrl","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","PartnerSupportUrl","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","PartnerHelpUrl","","","","False","False"
"Set-MsolPartnerInformation","MSOnline","","","TenantId","","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","PolicyId","","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","ConditionSetType","","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","PermissionType","PermissionType","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","PermissionClassification","PermissionClassification","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","ResourceApplication","ResourceApplication","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","Permissions","Permissions","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationIds","ClientApplicationIds","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationTenantIds","ClientApplicationTenantIds","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationPublisherIds","ClientApplicationPublisherIds","","","False","False"
"New-AzureADMSPermissionGrantConditionSet","AzureAD","New-MgPolicyPermissionGrantPolicyExclude","","ClientApplicationsFromVerifiedPublisherOnly","ClientApplicationsFromVerifiedPublisherOnly","","","False","False"
"Get-AzureADDeviceRegisteredOwner","AzureAD","Get-MgDeviceRegisteredOwner","","ObjectId","","","","False","False"
"Get-AzureADDeviceRegisteredOwner","AzureAD","Get-MgDeviceRegisteredOwner","","All","All","","","False","False"
"Get-AzureADDeviceRegisteredOwner","AzureAD","Get-MgDeviceRegisteredOwner","","Top","Top","","","False","False"
"New-MsolServicePrincipalAddresses","MSOnline","New-MgServicePrincipal","","Address","","","","False","False"
"New-MsolServicePrincipalAddresses","MSOnline","New-MgServicePrincipal","","AddressType","","","","False","False"
"Get-AzureADTrustedCertificateAuthority","AzureAD","Get-MgOrganizationCertificateBasedAuthConfiguration","","TrustedIssuer","","","","False","False"
"Get-AzureADTrustedCertificateAuthority","AzureAD","Get-MgOrganizationCertificateBasedAuthConfiguration","","TrustedIssuerSki","","","","False","False"
"Get-MsolDomain","MSOnline","Get-MgDomain","","DomainName","","","","False","False"
"Get-MsolDomain","MSOnline","Get-MgDomain","","Status","","","","False","False"
"Get-MsolDomain","MSOnline","Get-MgDomain","","Authentication","","","","False","False"
"Get-MsolDomain","MSOnline","Get-MgDomain","","Capability","","","","False","False"
"Get-MsolDomain","MSOnline","Get-MgDomain","","TenantId","","","","False","False"
"Get-AzureADMSPermissionGrantConditionSet","AzureAD","Get-MgPolicyPermissionGrantPolicyExclude","","PolicyId","","","","False","False"
"Get-AzureADMSPermissionGrantConditionSet","AzureAD","Get-MgPolicyPermissionGrantPolicyExclude","","ConditionSetType","","","","False","False"
"Get-AzureADMSPermissionGrantConditionSet","AzureAD","Get-MgPolicyPermissionGrantPolicyExclude","","Id","","","","False","False"
"New-AzureADUserAppRoleAssignment","AzureAD","New-MgUserAppRoleAssignment","","ObjectId","","","","False","False"
"New-AzureADUserAppRoleAssignment","AzureAD","New-MgUserAppRoleAssignment","","Id","Id","","","False","False"
"New-AzureADUserAppRoleAssignment","AzureAD","New-MgUserAppRoleAssignment","","PrincipalId","PrincipalId","","","False","False"
"New-AzureADUserAppRoleAssignment","AzureAD","New-MgUserAppRoleAssignment","","ResourceId","ResourceId","","","False","False"
"Get-AzureADServicePrincipalMembership","AzureAD","Get-MgServicePrincipalTransitiveMemberOf","","ObjectId","","","","False","False"
"Get-AzureADServicePrincipalMembership","AzureAD","Get-MgServicePrincipalTransitiveMemberOf","","All","All","","","False","False"
"Get-AzureADServicePrincipalMembership","AzureAD","Get-MgServicePrincipalTransitiveMemberOf","","Top","Top","","","False","False"
"Remove-MsolContact","MSOnline","Remove-MgContact","","ObjectId","","","","False","False"
"Remove-MsolContact","MSOnline","Remove-MgContact","","Force","","","","False","False"
"Remove-MsolContact","MSOnline","Remove-MgContact","","TenantId","","","","False","False"
"Set-MsolDirSyncEnabled","MSOnline","Update-MgOrganization","","EnableDirSync","","","","False","False"
"Set-MsolDirSyncEnabled","MSOnline","Update-MgOrganization","","Force","","","","False","False"
"Set-MsolDirSyncEnabled","MSOnline","Update-MgOrganization","","TenantId","","","","False","False"
"Get-AzureADDirectoryRole","AzureAD","Get-MgDirectoryRole","","ObjectId","","","","False","False"
"Get-AzureADDirectoryRole","AzureAD","Get-MgDirectoryRole","","Filter","Filter","","","False","False"
"Set-AzureADApplicationProxyConnectorGroup","AzureAD","","","Id","","","","False","False"
"Set-AzureADApplicationProxyConnectorGroup","AzureAD","","","Name","","","","False","False"
"Get-AzureADApplicationPasswordCredential","AzureAD","Get-MgApplication","","ObjectId","","","","False","False"
"Get-AzureADServiceAppRoleAssignedTo","AzureAD","Get-MgServicePrincipalAppRoleAssignedTo","","ObjectId","","","","False","False"
"Get-AzureADServiceAppRoleAssignedTo","AzureAD","Get-MgServicePrincipalAppRoleAssignedTo","","All","All","","","False","False"
"Get-AzureADServiceAppRoleAssignedTo","AzureAD","Get-MgServicePrincipalAppRoleAssignedTo","","Top","Top","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","ImmutableId","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","UserPrincipalName","UserPrincipalName","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","BlockCredential","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","City","City","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","Country","Country","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","Department","Department","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","DisplayName","DisplayName","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","Fax","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","FirstName","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","LastName","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","LastPasswordChangeTimestamp","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","MobilePhone","MobilePhone","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","Office","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","PasswordNeverExpires","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","PhoneNumber","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","PostalCode","PostalCode","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","PreferredDataLocation","PreferredDataLocation","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","PreferredLanguage","PreferredLanguage","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","SoftDeletionTimestamp","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","State","State","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","StreetAddress","StreetAddress","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","StrongPasswordRequired","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","Title","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","UsageLocation","UsageLocation","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","AlternateEmailAddresses","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","StrongAuthenticationMethods","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","AlternateMobilePhones","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","StrongAuthenticationRequirements","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","StsRefreshTokensValidFrom","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","UserType","UserType","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","Password","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","LicenseOptions","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","ForceChangePassword","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","LicenseAssignment","","","","False","False"
"New-MsolUser","MSOnline","New-MgUser","","TenantId","","","","False","False"
"Restore-MsolUser","MSOnline","","","ObjectId","","","","False","False"
"Restore-MsolUser","MSOnline","","","AutoReconcileProxyConflicts","","","","False","False"
"Restore-MsolUser","MSOnline","","","NewUserPrincipalName","","","","False","False"
"Restore-MsolUser","MSOnline","","","UserPrincipalName","","","","False","False"
"Restore-MsolUser","MSOnline","","","TenantId","","","","False","False"
"Get-AzureADMSNamedLocationPolicy","AzureAD","Get-MgIdentityConditionalAccessNamedLocation","","PolicyId","","","","False","False"
"Get-MsolContact","MSOnline","Get-MgContact","","ObjectId","","","","False","False"
"Get-MsolContact","MSOnline","Get-MgContact","","HasErrorsOnly","","","","False","False"
"Get-MsolContact","MSOnline","Get-MgContact","","SearchString","","","","False","False"
"Get-MsolContact","MSOnline","Get-MgContact","","MaxResults","","","","False","False"
"Get-MsolContact","MSOnline","Get-MgContact","","All","All","","","False","False"
"Get-MsolContact","MSOnline","Get-MgContact","","TenantId","","","","False","False"
"Get-AzureADMSLifecyclePolicyGroup","AzureAD","Get-MgGroupLifecyclePolicy","","Id","","","","False","False"
"New-MsolDomain","MSOnline","New-MgDomain","","Name","","","","False","False"
"New-MsolDomain","MSOnline","New-MgDomain","","Authentication","","","","False","False"
"New-MsolDomain","MSOnline","New-MgDomain","","VerificationMethod","","","","False","False"
"New-MsolDomain","MSOnline","New-MgDomain","","TenantId","","","","False","False"
"Get-AzureADUser","AzureAD","Get-MgUser","","SearchString","","","","False","False"
"Get-AzureADUser","AzureAD","Get-MgUser","","ObjectId","","","","False","False"
"Get-AzureADUser","AzureAD","Get-MgUser","","All","All","","","False","False"
"Get-AzureADUser","AzureAD","Get-MgUser","","Top","Top","","","False","False"
"Get-AzureADUser","AzureAD","Get-MgUser","","Filter","Filter","","","False","False"
"Set-AzureADApplicationLogo","AzureAD","Set-MgApplicationLogo","","ObjectId","","","","False","False"
"Set-AzureADApplicationLogo","AzureAD","Set-MgApplicationLogo","","FileStream","","","","False","False"
"Set-AzureADApplicationLogo","AzureAD","Set-MgApplicationLogo","","FilePath","","","","False","False"
"Set-AzureADApplicationLogo","AzureAD","Set-MgApplicationLogo","","ImageByteArray","","","","False","False"
"Enable-AzureADDirectoryRole","AzureAD","New-MgDirectoryRoleTemplate","","RoleTemplateId","","","","False","False"
"Get-AzureADMSIdentityProvider","AzureAD","Get-MgIdentityProvider","","Id","","","","False","False"
"Remove-MsolRoleMember","MSOnline","","","RoleObjectId","","","","False","False"
"Remove-MsolRoleMember","MSOnline","","","RoleMemberType","","","","False","False"
"Remove-MsolRoleMember","MSOnline","","","RoleMemberObjectId","","","","False","False"
"Remove-MsolRoleMember","MSOnline","","","RoleMemberEmailAddress","","","","False","False"
"Remove-MsolRoleMember","MSOnline","","","RoleName","","","","False","False"
"Remove-MsolRoleMember","MSOnline","","","TenantId","","","","False","False"
"New-MsolGroup","MSOnline","New-MgGroup","","DisplayName","DisplayName","","","False","False"
"New-MsolGroup","MSOnline","New-MgGroup","","Description","Description","","","False","False"
"New-MsolGroup","MSOnline","New-MgGroup","","ManagedBy","","","","False","False"
"New-MsolGroup","MSOnline","New-MgGroup","","TenantId","","","","False","False"
"Get-AzureADDomainNameReference","AzureAD","Get-MgDomainDomainNameReferenceByRef","","Name","","","","False","False"
"Remove-AzureADMSScopedRoleMembership","AzureAD","Remove-MgUserScopedRoleMemberOf","","Id","","","","False","False"
"Remove-AzureADMSScopedRoleMembership","AzureAD","Remove-MgUserScopedRoleMemberOf","","ScopedRoleMembershipId","ScopedRoleMembershipId","","","False","False"
"Reset-AzureADMSLifeCycleGroup","AzureAD","Invoke-MgRenewGroup","","Id","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","ObjectId","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","ReturnDeletedUsers","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","UserPrincipalName","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","City","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","Country","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","Department","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","DomainName","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","EnabledFilter","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","State","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","Synchronized","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","Title","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","HasErrorsOnly","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","LicenseReconciliationNeededOnly","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","UnlicensedUsersOnly","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","UsageLocation","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","SearchString","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","MaxResults","","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","All","All","","","False","False"
"Get-MsolUser","MSOnline","Get-MgUser","","TenantId","","","","False","False"
"Remove-AzureADMSNamedLocationPolicy","AzureAD","Remove-MgIdentityConditionalAccessNamedLocation","","PolicyId","","","","False","False"
"Add-AzureADMSServicePrincipalDelegatedPermissionClassification","AzureAD","New-MgServicePrincipalDelegatedPermissionClassification","","ServicePrincipalId","ServicePrincipalId","","","False","False"
"Add-AzureADMSServicePrincipalDelegatedPermissionClassification","AzureAD","New-MgServicePrincipalDelegatedPermissionClassification","","Classification","Classification","","","False","False"
"Add-AzureADMSServicePrincipalDelegatedPermissionClassification","AzureAD","New-MgServicePrincipalDelegatedPermissionClassification","","PermissionId","PermissionId","","","False","False"
"Add-AzureADMSServicePrincipalDelegatedPermissionClassification","AzureAD","New-MgServicePrincipalDelegatedPermissionClassification","","PermissionName","PermissionName","","","False","False"
"Redo-MsolProvisionContact","MSOnline","","","ObjectId","","","","False","False"
"Redo-MsolProvisionContact","MSOnline","","","TenantId","","","","False","False"
"Revoke-AzureADUserAllRefreshToken","AzureAD","Invoke-MgInvalidateUserRefreshToken","","ObjectId","","","","False","False"
"Remove-AzureADApplicationProxyApplicationConnectorGroup","AzureAD","","","ObjectId","","","","False","False"
"Get-MsolGroup","MSOnline","Get-MgGroup","","ObjectId","","","","False","False"
"Get-MsolGroup","MSOnline","Get-MgGroup","","UserObjectId","","","","False","False"
"Get-MsolGroup","MSOnline","Get-MgGroup","","IsAgentRole","","","","False","False"
